index	actual_p	real_lower_num	real_upper_num	imag_lower_num	imag_upper_num	denominator	cell_status	strict_margin_num
10654	-1105840811	-29813409298919210223893263135304343190682819018652817906115640045998203469824	-29813409298919210223893263135304343190682819014824372277746918541471890014208	-1913739243856514900593274257408	1914706384512206603933039198208	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	1479373679385502200808188309882372426112147658062544727574535208960
10655	-696862457	-18787374678364391613556786995969465739625543638789071307816174892581335859200	-18787374678364391613556786995969465739625543630901304233752008462260022280192	-3944076965163221555828609777664	3943651423274717206359113203712	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	10175137756452164531760610442347617286784970424822559257809513349120
10656	171275919	4617589641174676392320390026332777835954122243368307216089881617915151646720	4617589641174676392320390026332777835954122243637946030896728509041617141760	-134509922393602100494507966464	135051521160789454364776333312	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13047436783626145615650133164796146596680518560873036878814667341824
10657	704212752	18985538249353206421466827883933407127703654503809838269447032074737857593344	18985538249353206421466827883933407127703654511724298425608289517236683538432	-3957114021201945716848641179648	3957384820585539393783775363072	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	374146960471665631455714010511788148313021164235438094050926788608
10658	655340995	17667958284255504020210816061579797123459921259248439265993188333867818287104	17667958284255504020210816061579797123459921263099593356957551032811812552704	-1925306246098587672536862949376	1925847844865775026407131316224	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	3221903411288181196561166770243780568545418051948793846553403981824
10659	-754753076	-20348102687144946762116587738963813012411011536113936302591526054229591457792	-20348102687144946762116587738963813012411011526462491528807969413512931835904	-4826418728163876346762960568320	4824987359993452625820108455936	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	2162920111851670191036168454410390661473376723592661896623116255232
10660	1533888	41353547180954873206085342673849808443425882743969855983725737835912757248	41353547180954873206085342673849808443425884578171452316154955766918283264	-917042769726873106765116866560	917158826605556111165888659456	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	4972400820942596753097456102321113384424402672596026339302836273152
10661	113593804	3062482885154828971278464424602965086231516915880867178598748551646575329280	3062482885154828971278464424602965086231516926311633892738679743545824247808	-5215712184892900775085144539136	5214938472368347412413332586496	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	1076039289543779164876521758847806502045672417402757585856546996224
10662	1245685327	33583609981584424833241401840043741319194063180069217752112932102761028255744	33583609981584424833241401840043741319194063184579458857118076793688034377728	-2255139895315686179530298359808	2254946467184547838862345371648	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11867653391212911602077748315424668681577792556042961501038955200512
10663	-459201200	-12380039854207039570349153050694741004471218603860044621880316314410347921408	-12380039854207039570349153050694741004471218593841744054579782762854050955264	-5007738258292956888902091669504	5010484937755121326387024101376	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	6195438529445626019650729719090048847256378333840313852633569820672
10664	-47536115035752047571296757	-1281571126127412831366460746468397057703750926216865925893987187396796201742716596648021065728	-1281571126127412831366460746468397057703750926216865925893897742235401951909446036231852916736	-44726989330432634809618259385516032	44718012717722766695899897110986752	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	12750000864740358276509043510770489103233076090245158105424846651392
10665	726820801	19595050042689329463965941942679601022925983344826379746158979423199836504064	19595050042689329463965941942679601022925983355029210750565489971983284174848	-5101164045632775431523384950784	5101666958773735117260062720000	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	2326352272831733388480599189520950874332982806419079633895503691776
10666	812568995	21906816757111013296799412605862948927025235150536752277914785709275280834560	21906816757111013296799412605862948927025235155202586971607611633503670632448	-2332588519023477782978674819072	2333207489043120473116124381184	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	2010791738815149694287077628786543049261676161490054878749941301248
10667	164493752	4434742789859128042394736639241971538232270590868051235031273602293788835840	4434742789859128042394736639241971538232270601892023341746267954671261843456	-5511850653665700337721169412096	5512160138675521682789894193152	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	4620349180205870160396001552438406107556121009168700236519738179584
10668	142620740	3845047542463048244075510265885779312660713986360069844722149440057583337472	3845047542463048244075510265885779312660713988326266797743382329799707983872	-982692277435225929468361048064	983465989959779292140173000704	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11913463638661972417917382734969701294149032928713802770194618122240
10669	1629644517	43935129264256380664127875101954086873924592338263933511876429460450941337600	43935129264256380664127875101954086873924592348847547135241877448166641500160	-5292193667945000675193756057600	5291381269794219644388353507328	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13001889843282088021969775418776618819352130569275131149462888513536
10670	-156357149	-4215380403342969832943072221523410775492937499695430625768900923344946200576	-4215380403342969832943072221523410775492937495403066967677983160800185942016	-2147400426271630427480483954688	2145001917445515003197866901504	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	8204729492452327559156473127179731199532836835474602189381452169216
10671	1598270020	43089274499562823971146998972603901391886391026335754386604859447828501495808	43089274499562823971146998972603901391886391035341226573638813593849361858560	-4502349237254700391674524205056	4503045578526798418079154962432	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	12822935770063567021200773008770076590434154867816389421789104570368
10672	11114600659553326966267186816	299649041008235020214137248271337849090762735795224329269932256272311569472774262933039173599232	299649041008235020214137248271337849090762735795224329269962193461132996909801642942020615929856	-14967099401457900488657106690417623040	14970037025085828814466802391766269952	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	5961207351433375192165714983672314139363810317701130245780178731008
10673	-824707135	-22234060383231863648329405951092220044637149528207735928150733573465174966272	-22234060383231863648329405951092220044637149519310080581413290515761310203904	-4449195186817884376121043058688	4448498845545786349716412301312	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	5866712443722736237659022800486075214905501235270352713874193514496
10674	831580408	22419363457238950362124530637816988583487809488180941481030437104023634968576	22419363457238950362124530637816988583487809492369821088962342609213546561536	-2094555860844635756995727589376	2094285061461042080060593405952	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	5368392209361021889722458939614497247299964782697656132654281523200
10675	485059851	13077187708936855599872282566337330794522546493745089743273544339842863726592	13077187708936855599872282566337330794522546503952563022827375064657183113216	-5103949410721167537141907980288	5103407811953980183271639613440	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	9080793000091749530946344249402898928900650825405013077347883024384
10676	305290088	8230604484190466417890915980559539232700433354909946748103757281598227087360	8230604484190466417890915980559539232700433356787476245811174809150701961216	-938010379142269235171220783104	939480432938920624247663493120	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	7180714219296040911279496070128065590902398403047544012049177640960
10677	-1492872630	-40247766495697337992466855064884425600933578752931172413483678358727420805120	-40247766495697337992466855064884425600933578742558550195563932371614840127488	-5187394306494247701296827072512	5185266597051725953949344202752	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	3431545577555671619657756847957592043655375519357379817066429677568
10678	145654718	3926843438057512782644829192702079262725574983191707549728299308888136613888	3926843438057512782644829192702079262725574987531074243685833853745472995328	-2169180433837807586691990421504	2170224945745954626298936557568	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	4521326853742292691033018047017008654477917895878159066437798330368
10679	-35914005	-968239647136969834548033221312184791431733329110260274518696008528005431296	-968239647136969834548033221312184791431733319745978904223119923454352031744	-4680728659790478155660769886208	4683514024878870261279292915712	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	1213161754784482965475393883830390883587706882704188699997762486272
10680	-141868501738884517159592166	-3824767240628894384666313759510827802845478144929336403626156388067898008475334136330843062272	-3824767240628894384666313759510827802845478144929336403625984051782084900872467832005206212608	-86189824555915294746134015190761472	86146534489082757095947197447405568	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13287573363493280615851420203093604747546986419098485122985143304192
10681	-702567010	-18941169114282539370126827608636355044648258579280234717790427533221971361792	-18941169114282539370126827608636355044648258570305246804223875876470501933056	-4485598361098120089829795430400	4489505609347114571322445791232	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	8063022483575928770657590854476539525241312403756917164025267093504
10682	-66915598	-1804040950952020275794991229510050063960273791801563719636564317536056770560	-1804040950952020275794991229510050063960273787808162581033065891379435012096	-1996294370226358697675609604096	1997145454003367396614602752000	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11151501591427570601420616983204516770580067705467960352146022465536
10683	2182409955	58837655995056919271992790775027788154988157438994807791259036536341599879168	58837655995056919271992790775027788154988157448107477848569859080542006280192	-4557089398366850800705219854336	4555619344570199411628777144320	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11081681834082978758352552651090717934236366136859995554338828189696
10684	-55981459	-1509257150184947974053337398685068754117570440363406536355629713572705075200	-1509257150184947974053337398685068754117570438776444777244227537419209015296	-793596936434384092477519822848	793248765798335079275204444160	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	12284305548010902422394809676143605077822699409102086558897565335552
10685	1466545815	39537996967812191513406015649399818770129284758704344585505351220165592743936	39537996967812191513406015649399818770129284766927941580851904718186884366336	-4112514181758488609482071867392	4111005442335609552272038559744	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	3000750585610674542344188960648715551318098870285047714743752589312
10686	224593209	6055020949890633383918408238601880616106338613618907655190128320378960871424	6055020949890633383918408238601880616106338616865560150720948763836276539392	-1624061274663735916266879188992	1622591220867084527190436478976	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	33557027544277663576780026390474687407851166777489164072239759360
10687	-120183627	-3240144165475869083846959009580905063082408120078403116454741181591998955520	-3240144165475869083846959009580905063082408113502078771508524479991945101312	-3289167998755027722273382465536	3287117660564961311193080791040	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	4771116771528661776492672772034058151696904427343389877998597439488
10688	0	0	0	0	0	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13479973333575319897333507543509815336818572211270286240551805124608
10689	-664313714	-17909862298456798328919626817205411744648749357792428272298402511958757605376	-17909862298456798328919626817205411744648749351246704257698271304028866478080	-3273074778244317778699693850624	3272649236355813429230197276672	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	12240008343023504528786875244446351388372963448360423401115525054464
10690	885467247	23872149760429586095861111886224504259650346573544113779637730656906058399744	23872149760429586095861111886224504259650346576760707543589652960563479707648	-1608316224789074985895505952768	1608277539162847317761915355136	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	7679089590986655141919741091401706508826270128327406569122600845312
10691	-635138318	-17123295192757026327233767447318664306827798192231131596773513295744297074688	-17123295192757026327233767447318664306827798184119761603113425053269329182720	-4055220769315312103634396774400	4056110538718548470706980519936	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	266710218150225782465115095717119995442941106902006742222119108608
10692	-264050347	-7118783272284147485171339936491955298892358809780290599257413094101491908608	-7118783272284147485171339936491955298892358808219248209718548567453696262144	-781101479162847285327756787712	779902224749789573186448261120	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13201500879692825750643694167216442408176867635774775578747260108800
10693	425730526	11477672273593560826280713765867951370471442280698790546627461315147878891520	11477672273593560826280713765867951370471442289607393925587334454657882783744	-4453876147591432220285505372160	4454649860115985582957317324800	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11535545358835913335354655774967981789371198579176382503801965248512
10694	-952068448	-25667714585767833835363618356004318124856903062740861733067417842619909144576	-25667714585767833835363618356004318124856903058856167204163666871852866732032	-1941863694124029633713638735872	1942753463527266000786222481408	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	9269021709727365272020554139635822879597769537318691935099866316800
10695	-972289219	-26212865498196338825399440760468037665205093378271341134195009360964605706240	-26212865498196338825399440760468037665205093369578680920837979743157317795840	-4347065133576840503441865310208	4345672451032644450632603795456	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	4569183029482991600885003623643824998529410290540398346877819420672
10696	38115951795095445076696948	1027604027563457890594328477128213084557649308211552303517501840008466145751495571238891290624	1027604027563457890594328477128213084557649308211552303517576142545052809174107838354923978752	-37149115863774030078848710754697216	37153367027240188530048981528477696	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	1913566143746014685346970198118250372517647644192569401213267738624
10697	332948965	8976286339569672771293396262584099770445585900412460585890624540251099496448	8976286339569672771293396262584099770445585909403116178079381791106760966144	-4496507707694322503502343962624	4494147884494434747353317507072	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13193305581004118827611978740533969448455862311281833539684903419904
10698	-437043915	-11782680634569809611668805429990698335879140896424865523168123290743132389376	-11782680634569809611668805429990698335879140892279816729752165780911367913472	-2071615284491628553776503193600	2073433508924328956055261282304	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	8447065434628056932329080807928491341250842897539666677511686717440
10699	432012458	11647032837985261436517460408285310526116848096308238660448990411548444852224	11647032837985261436517460408285310526116848106172183579101128110078257266688	-4932223915896548692133245091840	4931643631503133670129386127360	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	2719367651024571968314631558963145792729131954457887346911344590848
10700	-100220387	-2701936285358005418767370469407847506699511140679465040873125421848014618624	-2701936285358005418767370469407847506699511138903910853901841094440355102720	-888221978187260347240121630720	887254837531568643900356689920	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	10356781444823561578585408987500341164120575367914373328718566260736
10701	-1573459611	-42420387191548034215948360265654946504469241084919159994424662953102246150144	-42420387191548034215948360265654946504469241075303422053649243999689708142592	-4808429911968010664643332669440	4807230657554952952502024142848	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	9552415379805798729635414818874287193880485457084938806814492852224
10702	440001320	11862412108002832369892660621219596839462983143644785452217844878856513650688	11862412108002832369892660621219596839462983147573426852516226849382474973184	-1965113755486858182001587912704	1963605016063979124791554605056	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	806923554969964919804552020659965733514868018246867552987749810176
10703	1358388895	36622092169919042010632249958685676049220497888128384911737839265516340903936	36622092169919042010632249958685676049220497896433569892798544857280202932224	-4152785918661491136549884002304	4152476433651669791481159221248	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	6010621712163823455652756448359383683475303663745482890214799048704
10704	5745535	154899317760243386996273168633647159447175778614162768557375858017338130432	154899317760243386996273168633647159453034824530997900398749149364639236096	-2929673110950295932852293806950711296	2929370173637456125525851768906317824	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	12893977297791698877227859717779236302867335958981754722500395139072
10705	-820781355	-22128221543025152867484797476456108149639104264451168395563358533458839207936	-22128221543025152867484797476456108149639104256120683014949757982326726328320	-4163231037742961532619345362944	4167176971618183682245586321408	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	313490081276402956860200317241461415475711602704111107135135285248
10706	1125641550	30347236143638128405659199900908861955928287552556054385096839843083009916928	30347236143638128405659199900908861955928287556504541511650015566140947824640	-1974746476417547547265646723072	1973740650135628175792291184640	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	2789321477273859201816207547537643504012201650850312532111430516736
10707	1307950767	35262282913288526020128692822538084876703652820133753140866462387202189950976	35262282913288526020128692822538084876703652829838893563854022397342599086080	-4852415468988869332535842177024	4852841010877373682005338750976	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	5189726329728567827203694736573038429800611486858188595822866726912
10708	567316137	15294812787962394458109153747892959890547609701824435749442211076159444090880	15294812787962394458109153747892959890547609703619332749527329470362402422784	-896926244088485677298006097920	897893384744177380637771038720	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	4508442026295509444737771717122892525136194654964291653372420816896
10709	714193189	19254610291297200809646589663637583532017583521154443123283683581671531085824	19254610291297200809646589663637583532017583531170035696748280363876486217728	-5008628027696193255974675415040	5006964545768403526230279716864	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	7665009502272270931805586547899362209636351456687035519975978696704
10710	-1100074366	-29657946237004241943704797873643596675616345024538223717051444277010520604672	-29657946237004241943704797873643596675616345020318859835652136282551218077696	-2109565883820970992828879470592	2109836683204564669764013654016	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13224662178667430968011549176270625792460675665495321497885630005248
10711	-675124106	-18201309883684056371688559696394827686094451618497468669438066138800921247744	-18201309883684056371688559696394827686094451609311489350425812481446332334080	-4593995485788046200150649995264	4591867776345524452803167125504	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	5696274446561287465415694866614812049469471316662821959123748257792
10712	81758533663587419596716988	2204205707154757040942999684546829912139466268393665977208373565091429027411579379703389093888	2204205707154757040942999684546829912139466268393665977208516778976003003328709255317271085056	-71600326135790810963892675366879232	71613502730883338323870568054521856	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	3618668073060354636702108259353875766672955962974840182913093337088
10713	-1522533503	-41047422039578254575995344815732754283534930254579395957359856164791115579392	-41047422039578254575995344815732754283534930245641430188093182911885848084480	-4469621197466093150656878608384	4468189829295669429714026496000	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13228189274305093514072413707745734333892392420083388133752113725440
10714	-1052697003	-28380655044809226120686989304049294718795613693367674238229194374562795487232	-28380655044809226120686989304049294718795613689364795121199917255676477308928	-2002793555432606944118830006272	2000046875970442506633897574400	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	739882392883807036321452850000735983096741035708158854398516133888
10715	-1243715172	-33530494716606973045310018594473361150970758590584207780092368514909607034880	-33530494716606973045310018594473361150970758581364378538130905240663245193216	-4609933963793845471189976219648	4609895278167617803056385622016	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	3119085010399632654539361323178153687303253211492161096566838394880
10716	-532232582	-14348962029215608466682413203373715166467315506602095293264674313278976950272	-14348962029215608466682413203373715166467315504985848515098927359997398482944	-807523761876344620570134970368	808800387541857668978624692224	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	9504244467760481963957205095158796537332144809381532619734723330048
10717	-376104357	-10139753407694264065561911341108068375088768820535427190736478313577577447424	-10139753407694264065561911341108068375088768812080760949932063053619646169088	-4226520722251426599173563088896	4228106832926760992650777591808	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11788693670125258294638256409306821570638903339951175910134221111296
10718	661800376	17842102837832483582156016620017763119696189380307292015793037475443269173248	17842102837832483582156016620017763119696189383666674426151282860183586340864	-1679188292038163006633480814592	1680310175198765382507608145920	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	10052216650980143137964006364011809250722210483813701558106471792640
10719	-825056703	-22243484710642146503441563224098296237198266168100311753252318421505932263424	-22243484710642146503441563224098296237198266161231988301539662647564047482880	-3434625953371059904574029561856	3433658812715368201234264621056	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13092972103462321123782885886180280564314424073009842292661034156032
10720	292637375	7889488018887768784974140167269628687669660637304461782118912738185072082944	7889488018887768784974140167269628687669660637538509820796304946408187756544	-117024019338696104111557836800	116946648086240767844376641536	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	9552780159467565770452314937376820327814870031521801372383211159552
10721	-1246640605	-33609364226295495143529236845342052398561630030267188917474157338386984075264	-33609364226295495143529236845342052398561630023484786241613152489149816635392	-3391027252612477918017426030592	3391298051996071594952560214016	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11088885409806846513617735174807752579939738208685484650931656065024
10722	-1128817741	-30432866093962862095585054173785315978932890036436147098865731663504131227648	-30432866093962862095585054173785315978932890033161408838693624155060041678848	-1636982273823777072886138798080	1637872043227013439958722543616	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13149371309439650253376405602773315749236982540997767887147394662400
10723	-267173901	-7202994115869697426164962932488015882576993400362295829519142214420790247424	-7202994115869697426164962932488015882576993392218391224201585071596129746944	-4071662160462071060410400768000	4072049016724347741746306744320	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	7535085771153257412996634235431914995166406354922170976681313959936
10724	437063043	11783196326986598273002040527758945169406192988601970846299753947724993527808	11783196326986598273002040527758945169406192990138486548810276877676350275584	-768257851255261464975678373888	768296536881489133109268971520	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11004004838523299639432743129960018106274482658016836294468465328128
10725	-259804733	-7004321757224312354638780816295229852281612759792966521280923144155096416256	-7004321757224312354638780816295229852281612751126728590637390861590186688512	-4333563850023384324818746736640	4332635394993920289612572393472	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	1808972821569177759628384604151111022606198305109634102530335047680
10726	432900556	11670975888991710036469768534397256566424838790473568640700416399563357683712	11670975888991710036469768534397256566424838794193075545612024439898548207616	-1860275708409877539971068329984	1859424624632868841032075182080	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	531824467178011765699577608402479764522028092342650269622257844224
10727	-885412040	-23870661367023896164486382169153483129665372233745019551693951552664505417728	-23870661367023896164486382169153483129665372225550320719139466150435390226432	-4098471299437845076988684926976	4096111476237957320839658471424	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	3650820530160399117578161958383549299432622667147943388863948390400
10728	-58770514159854560579738517	-1584449927350700443891986414703898352681308966494104355503776051240335149900434017109703393280	-1584449927350700443891986414703898352681308966494104355503665659268040047093748346956405538816	-55194374156192122639376490036199424	55197492140294820235607625024143360	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11593963977084156766106501776518540146933748271719783777628585984000
10729	-1405642456	-37896045638982941874720354179677165609712588773205953789736267358322164760576	-37896045638982941874720354179677165609712588764990635518402434840889261031424	-4107794535358713097184018956288	4107407679096436415848112979968	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	5620275365348595287903345772918153962882575667688228780266315841536
10730	646451677	17428302745254382751591281487149177951702379692681031070143621582905493422080	17428302745254382751591281487149177951702379696409629097218731634634474389504	-1863834786022823008261403312128	1864724555426059375333987057664	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	3035682488869465969772470772700807341851492795001034262277401870336
10731	-857620396	-23121400134410821430341807436118183045985379857484475393012753729182851137536	-23121400134410821430341807436118183045985379848744773458162879660929396506624	-4369386739910205016523640143872	4370199138060986047329042694144	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11070182871561443166383940471396760625594908572122385162518917021696
10732	40244937	1085001350554302324421536781024237209998461953846354765691107802714220789760	1085001350554302324421536781024237209998461955395172497342029199147387584512	-774640979582826707018126983168	774022009563184016880677421056	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	8891438189950789720202590199284482852519880257515445558313773694976
10733	1043519455	28133228856624019982606785908543957216844782641212646156726766947864670109696	28133228856624019982606785908543957216844782649472104727586368805724445736960	-4128955572905247566258075860992	4130464312328126623468109168640	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	9790055392400769478873052901520148502912295394553154600621653884928
10734	-1479525946	-39887940605528915333456813942568844341202188515893475682922097273511459422208	-39887940605528915333456813942568844341202188512570689874975225943147847614464	-1660309706439060957441269170176	1662514787134038041055933235200	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	4776655466828467206383654595291240183423060751834575045026943860736
10735	-1235542540	-33310160988677934482681409016966917779803803152977882964111525102246328008704	-33310160988677934482681409016966917779803803146060622195220869139312337223680	-3457450472845384103392482164736	3459732924792816523274327425024	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	8197874905421873155201145276073560642013301423515617748791846764544
10736	-11478913994533856318864347409	-309470909089441877129560658213336744550001470250829815555857490231814723326614740295440425549824	-309470909089441877129560658213336744550001470250829815555816989895261861527860853017328352231424	-20256077473766791541612720097719222272	20244155803908544203197456421325111296	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	13397044705518389769980831368110793976807061778931669071255073456128
10737	1075057686	28983497885106179917867900983106589277162135381916626393282432862118974849024	28983497885106179917867900983106589277162135388642664111729725240714641539072	-3363444401112150538767329918976	3362670688587597176095517966336	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	7044172446781655294205331054922649634720182192191086960605199859712
10738	287036353	7738484769762551746951479443582435465655041241004992172163498771833769951232	7738484769762551746951479443582435465655041244147967189404168617268283965440	-1571913050508839272186753581056	1571139337984285909514941628416	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	12130846134901729313725164505822513273050941941374259324351902908416
10739	-1369327752	-36917003176114807991694064349383620498673852990595736606335369097847328735232	-36917003176114807991694064349383620498673852983001980291601480482814557159424	-3795833645458797267909439651840	3798000040527546683390513119232	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	1134443177274380905608562295037758982039655849277586244347581431808
10740	48006310	1294247569513594990498409861050805524466076107029534458018961236809557737472	1294247569513594990498409861050805524466076108419276894621711267918187069440	-695296760189879365023811239936	694406990786642997951227494400	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	1253078773758031109324843385247872811062549026753904028376658608128
10741	65017575	1752870351928998527374636410893972375801808509263865121754574765263108964352	1752870351928998527374636410893972375801808516860484172829310822181584764928	-3799624836829108745001318219776	3797032899871854980050748178432	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	10981505101802209054781049555516120285804073971191770943665744117760
10742	195441630	5269095908251076868099500416091772813482975714821429221587993173076488486912	5269095908251076868099500416091772813482975717975816498565825117920228802560	-1576245840646338103148900515840	1578180121957721509828430397440	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	390061704662233577583571896139149517153263206018245627636812349440
10743	952073018	25667837783449187914765235076067756765375302573017625156299825648952781307904	25667837783449187914765235076067756765375302579767725334260727606641799725056	-3375901172757459677783502356480	3374121633950986943638334865408	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	8416010158401029614450951908190028782566127298038049708837777178624
10744	-34166928363301084674401810	-921138566454953741958174149696175623227397953978458087004375673024339039744068484329021374464	-921138566454953741958174149696175623227397953978458087004204294518536702414366664428047302656	-85697444195666111301516423629635584	85680987407640113732823250578178048	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	10762834186500723229960965996752041573877536299520366255972605231104
10745	-959371265	-25864598148046836124137650884508545963102718705607319908512949875051497259008	-25864598148046836124137650884508545963102718699242799367163216204859965440000	-3183517553527266049437460332544	3181080359074922957021252681728	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	3829980454806703530633069739607166026851695837777895526357627043840
10746	-837404145	-22576371090986075503641528809262104778357396841249635058491128261988117905408	-22576371090986075503641528809262104778357396838438273229274029657692206792704	-1406106456497053651617452130304	1405216687093817284544868384768	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	10544778933389898416719177187625305460968043979128255375721648619520
10747	2076492081	55982115748889223512060539248876811372477427313601387862827435216669706813440	55982115748889223512060539248876811372477427319960182931495474003089830182912	-3178062880229164842601186066432	3180616131560190939418165510144	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	3848550477926336286106529930635016789561143415879552634214051479552
10748	-301713299	-8134174447731530866119551402993526178061243583108064762707861730144422985728	-8134174447731530866119551402993526178061243582005949957107824272281887047680	-551192802491815567398835060736	550960688734449558597291474944	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	11401429737285203571939568873266403746160356083755725103732520648704
10749	-796031541	-21460967884633795001609864933432316740967063478900459318365091039111819558912	-21460967884633795001609864933432316740967063473254408227315609945964866961408	-2822967517085399044373090402304	2823160945216537385041043390464	26959946667150639794667015087019630673637144422540572481103610249216	CERTIFIED	7384030460300477229175338582090634660558453391430795939169865564160
